Traj_id,Time_list
17294,"[1470060847,1470060931,1470060941,1470063295,1470063305,1470063537,1470063567,1470063577,1470063587,1470063617,1470063627]"
17295,"[1470060883,1470060923,1470060943,1470060953,1470061336,1470061346,1470061356,1470061465,1470062758,1470063187,1470063501,1470063521]"
17296,"[1470060855,1470060920,1470061475.0,1470061589,1470061758,1470061828.0,1470061863.0,1470062086.0,1470062106,1470062216,1470062274]"
17297,"[1470060901,1470060931,1470060953,1470061335,1470061388,1470062407,1470062417,1470062433,1470062453,1470063126,1470063156,1470063201.0]"
17298,"[1470060278,1470060288,1470060297,1470060303.5,1470060680,1470060690,1470060705.0,1470060720,1470060917,1470060961.0,1470063256,1470063521]"
17299,"[1470060862,1470060881,1470060896.5,1470060911,1470060921,1470060951,1470061352.0,1470061387.0,1470061472.0,1470063143,1470063183,1470063505]"
17300,"[1470060205,1470060215,1470060242,1470060670,1470060692,1470060710,1470060969,1470063342,1470063582,1470063602,1470063665]"
17301,"[1470060263.0,1470063318,1470063327,1470063336,1470063572,1470063575,1470063595,1470063605,1470063614,1470063618,1470063624,1470063634,1470063650.5,1470063661]"
17302,"[1470060853,1470060883,1470060893,1470060903,1470060913,1470060923,1470060943,1470060945,1470063352,1470063558]"
17303,"[1470060684,1470060694,1470060698,1470060704,1470060724,1470060729,1470060936,1470060966,1470061355,1470062875.5,1470063650.0]"
17304,"[1470060870,1470060882,1470060902,1470061346,1470061366,1470061367,1470061387,1470061497,1470062474,1470062494,1470062843,1470062853,1470062863,1470062943,1470063334,1470063434,1470063483]"
17305,"[1470060259,1470060260,1470060270,1470060280,1470060687,1470060690,1470060720,1470060730,1470063327,1470063365,1470063632,1470063642,1470063662]"
17306,"[1470060864.0,1470060892,1470061345,1470062833,1470062853,1470063015,1470063062,1470063092,1470063100,1470063113,1470063123,1470063138.0,1470063163,1470063193,1470063201,1470063221,1470063246]"
17307,"[1470060868.0,1470060891,1470060895,1470060897.0,1470060901,1470060914,1470060924,1470063327,1470063343,1470063349,1470063355,1470063360,1470063364,1470063368,1470063578]"
17308,"[1470060682,1470060685,1470060695,1470060703,1470060704,1470061340,1470061380,1470061390,1470061476.0,1470063591.0,1470063631,1470063641,1470063651,1470063671]"
17309,"[1470060876,1470060884.5,1470060915.0,1470060945,1470061460,1470061470,1470061499,1470062525,1470063560,1470063636,1470063646,1470063666]"
17310,"[1470060271,1470060281,1470060677,1470060697,1470060699.5,1470060710,1470061377,1470061387,1470061467,1470061487,1470061497,1470062485,1470062505,1470063606,1470063647,1470063657]"
17311,"[1470060862,1470060892,1470060911,1470060946,1470063257,1470063267,1470063297,1470063307,1470063562,1470063580]"
17312,"[1470060966,1470063296,1470063329,1470063337,1470063341,1470063344,1470063348,1470063352,1470063356,1470063563,1470063664]"
17313,"[1470060271,1470060356.0,1470061368,1470061378,1470061610,1470061620,1470061790.2857144,1470061826,1470061836,1470061870,1470062074,1470062104,1470062171]"
17314,"[1470060292,1470060302,1470060681,1470060869,1470060894.0,1470060929,1470060938,1470060961,1470063318,1470063340,1470063614.9166667]"
17315,"[1470060867,1470060872,1470060875,1470060878,1470060881,1470060885,1470060889.5,1470060893,1470060903,1470060926,1470063316,1470063366,1470063556,1470063654.0]"
17316,"[1470060886,1470060896,1470060956,1470063327,1470063337,1470063342,1470063346,1470063586,1470063616,1470063636]"
17317,"[1470060285,1470060305,1470060816,1470060847,1470060894,1470060949.0,1470063280,1470063653,1470063659,1470063669]"
17318,"[1470060266,1470060278,1470060717,1470060727,1470060911,1470060920,1470060930,1470060941,1470060951,1470060971,1470061335,1470061359,1470061385.0,1470063565.0,1470063666]"
17319,"[1470060911,1470060921,1470061341,1470061508,1470062840,1470062850,1470063020,1470063030,1470063061,1470063098,1470063197,1470063249]"
17320,"[1470060265,1470060275,1470060285,1470060295,1470060709,1470060922,1470060932,1470060952,1470063340,1470063636]"
17321,"[1470060265,1470060285,1470060305,1470060691,1470060701,1470060920.5,1470060951,1470063350,1470063558,1470063608,1470063647]"
17322,"[1470060869,1470060889,1470060903,1470060913,1470060923,1470060953.0,1470063345.0,1470063360,1470063370,1470063587,1470063624,1470063634,1470063642,1470063654]"
17323,"[1470060683.5,1470060690,1470060692,1470060702,1470060725,1470060960,1470063327,1470063337,1470063347,1470063561,1470063571,1470063622.0]"
17324,"[1470060949,1470061342,1470061392,1470061471,1470062502,1470062865,1470062872,1470062882,1470063152,1470063232]"
17325,"[1470060256,1470060919,1470060959,1470063319,1470063349,1470063354,1470063574,1470063584,1470063594,1470063604,1470063634,1470063664]"
17326,"[1470060952,1470060962,1470060972,1470063322,1470063332,1470063352,1470063362,1470063566,1470063576,1470063606]"
17327,"[1470060887,1470063347,1470063594,1470063604,1470063606,1470063626,1470063636,1470063646,1470063656,1470063666]"
17328,"[1470060271,1470060934,1470060954,1470060956,1470060957,1470060967,1470061380,1470062468,1470062500,1470062520.0,1470063098,1470063118]"
17329,"[1470060855,1470060857,1470060872,1470060912,1470063349,1470063359,1470063369,1470063619,1470063649,1470063669]"
17330,"[1470060863,1470060966,1470061351,1470061360,1470062496,1470062835,1470062845,1470062856,1470062876,1470062889,1470063665]"
17331,"[1470060273.0,1470060303,1470060956,1470060966,1470061336,1470061367,1470061472.0,1470061488,1470061496,1470062781,1470062811,1470062821,1470063548]"
17332,"[1470060263,1470060298.0,1470060333,1470060357,1470063320,1470063360,1470063390,1470063430,1470063435,1470063492]"
17333,"[1470060859,1470060912,1470062496,1470062516.0,1470062841,1470062851,1470062856.5,1470063069.0,1470063129,1470063195]"
17334,"[1470060270,1470060894,1470060898,1470061276,1470061286,1470061317,1470062892,1470063085,1470063205,1470063295,1470063331.6666667,1470063405,1470063428]"
17335,"[1470060267.0,1470060298,1470060732,1470060922,1470061384,1470061391,1470062532,1470062834,1470062844,1470062884,1470063014,1470063031,1470063041,1470063051,1470063063,1470063493,1470063507,1470063538]"
17336,"[1470060872,1470060882,1470063270,1470063563,1470063593,1470063604,1470063624,1470063634,1470063643,1470063664]"
17337,"[1470063318,1470063328,1470063358,1470063369,1470063372,1470063563,1470063573,1470063593,1470063603,1470063623,1470063668]"
17338,"[1470060881,1470062492,1470062510.5,1470062513,1470062528.0,1470062835,1470063033,1470063379,1470063406.75,1470063441,1470063482]"
17339,"[1470060697,1470060966,1470061333,1470061334.5,1470061465.3333333,1470061495.6666667,1470061507,1470062510.0,1470062666.0,1470062691.0,1470062715]"
17340,"[1470060874,1470060904,1470060908,1470060911,1470060938,1470060940,1470060955,1470060965,1470063318,1470063558,1470063598,1470063653.0,1470063668]"
17341,"[1470060718.0,1470060944.0,1470060953,1470061364.0,1470061489,1470062508,1470062518,1470062838,1470062848,1470063488]"
17342,"[1470060869,1470060879,1470060889,1470060929,1470060939,1470060959,1470063318,1470063360,1470063591,1470063601]"
17343,"[1470060853,1470060863,1470061393,1470061468,1470062842.0,1470063017,1470063022,1470063106,1470063116,1470063506]"
17344,"[1470060828,1470060838,1470060848,1470060918,1470060928,1470063317,1470063337,1470063347,1470063541,1470063544]"
17345,"[1470060964,1470062482,1470062492,1470062522,1470062532,1470063056.0,1470063106,1470063214,1470063218,1470063228,1470063380,1470063381,1470063411,1470063449,1470063464.0,1470063489]"
17346,"[1470060883,1470060946,1470063321.0,1470063346,1470063356,1470063556,1470063566,1470063576,1470063596,1470063616,1470063640,1470063652]"
17347,"[1470060639,1470060649,1470060659,1470060684.0,1470063283,1470063555,1470063565,1470063575,1470063585,1470063605]"
17348,"[1470060887,1470060897,1470060907,1470061345,1470062532,1470063556,1470063586,1470063604,1470063607,1470063621,1470063631,1470063651,1470063661]"
17349,"[1470060263.0,1470060288,1470060318,1470060332,1470060366,1470061338,1470061348,1470061358,1470061458,1470061498,1470062829,1470062832,1470062842,1470062852,1470062872]"
17350,"[1470060860,1470060891,1470060921,1470060931,1470060934,1470060954,1470063329,1470063559,1470063569,1470063604.0,1470063669]"
17351,"[1470060887,1470060907,1470063308,1470063566,1470063586,1470063616,1470063636,1470063653,1470063659,1470063669]"
17352,"[1470060259.0,1470060283,1470063313,1470063321,1470063331,1470063334,1470063339,1470063356,1470063366,1470063560.0,1470063575]"
17353,"[1470060686.0,1470060952,1470062498,1470062508,1470062518,1470062776,1470062789,1470062799,1470062809,1470063138,1470063168,1470063171,1470063502,1470063512,1470063518,1470063528,1470063538]"
17354,"[1470060855,1470060865,1470060915,1470060925,1470060945,1470060955,1470062506,1470063556,1470063564,1470063571,1470063591,1470063602.0]"
17355,"[1470060863.5,1470060880,1470060890,1470060927,1470060947,1470060957,1470060970,1470063346,1470063361,1470063572,1470063582,1470063642,1470063672]"
17356,"[1470060862,1470060869,1470060887,1470060898,1470060904,1470060914,1470060944,1470060954,1470060964,1470063328,1470063338,1470063570]"
17357,"[1470060891,1470060937,1470060938,1470060945,1470060960.0,1470060972,1470063316,1470063335,1470063359,1470063592.0,1470063640]"
17358,"[1470060697.5,1470060937,1470060948,1470060958,1470061356,1470061386,1470062520,1470063592,1470063621,1470063632,1470063642,1470063648,1470063660]"
17359,"[1470060257,1470060287,1470060297,1470060923,1470060966,1470063361,1470063561,1470063571,1470063621,1470063635,1470063645,1470063655]"
17360,"[1470060864,1470060874,1470060894,1470063319,1470063510,1470063514,1470063519,1470063524,1470063530,1470063541,1470063546,1470063551]"
17361,"[1470060860,1470060873,1470060881,1470061356.0,1470061886,1470061896,1470061916,1470061926,1470062066,1470062226,1470062256,1470062397]"
17362,"[1470060895,1470060899,1470061362,1470061372,1470061392,1470061455,1470062519.0,1470063600,1470063610,1470063620,1470063630,1470063640,1470063650,1470063670]"
17363,"[1470060855,1470060860,1470060866,1470060876,1470060886,1470060906,1470060916,1470060956,1470063259,1470063639]"
17364,"[1470060869,1470060885,1470060905,1470060925,1470060935,1470060965,1470061333,1470061348,1470061356,1470061369,1470061512,1470063566,1470063596,1470063608,1470063628,1470063668]"
17365,"[1470060262,1470060302,1470060699.4,1470060924,1470061356,1470061456,1470061466,1470061481.0,1470061496,1470062484,1470062504,1470062529.0,1470062584]"
17366,"[1470060917,1470060927,1470060947.0,1470061382,1470061477,1470061497,1470061507,1470062845,1470062875,1470063015,1470063025,1470063065,1470063075,1470063240]"
17367,"[1470060884,1470060889,1470060895.5,1470061358,1470061367,1470061478,1470061484,1470063591,1470063611,1470063631,1470063651]"
17368,"[1470060686,1470060923,1470060933,1470060937,1470060940,1470060943,1470060956,1470060970,1470062489,1470062512,1470062522,1470063605]"
17369,"[1470060899,1470060909,1470060926,1470060936,1470060946,1470060956,1470061383,1470061455,1470061475,1470061495,1470061504,1470062482,1470062492,1470062495,1470062497,1470062779,1470063154,1470063499.0,1470063524]"
17370,"[1470060876,1470060886,1470060906,1470060936,1470060956,1470062501,1470062511,1470062521,1470062522.5,1470062788.0,1470063062,1470063092,1470063132,1470063488]"
17371,"[1470060863,1470060867,1470060874,1470060884,1470060894.5,1470060926,1470060935,1470061453,1470061467,1470062481,1470062491,1470062537,1470062557,1470062567,1470062596]"
17372,"[1470060862,1470060892.5,1470060904,1470060910,1470060920,1470060955.0,1470063330,1470063341,1470063346,1470063350.0,1470063621,1470063631,1470063661]"
17373,"[1470060859,1470060870,1470060880,1470060899,1470060963,1470063348,1470063569,1470063589,1470063599,1470063619,1470063629,1470063639,1470063643]"
17374,"[1470060866,1470060876,1470060886,1470060945,1470063260,1470063280,1470063300,1470063562,1470063566,1470063576,1470063596,1470063606,1470063628]"
17375,"[1470060864,1470060874,1470060884,1470060894,1470060904,1470060910,1470060940.0,1470063304,1470063554,1470063639.0]"
17376,"[1470060674,1470060684,1470060714,1470060724,1470060944.0,1470061483,1470062497,1470062529,1470062892,1470063627,1470063657]"
17377,"[1470060291,1470060301,1470060311,1470060686,1470063333,1470063336,1470063369,1470063582,1470063607,1470063624]"
17378,"[1470060900,1470060910,1470060920,1470060970,1470061341,1470061461,1470061471,1470061475,1470061478,1470062482,1470062492,1470062502,1470062522,1470062886,1470063046,1470063105,1470063125]"
17379,"[1470060851,1470060852.5,1470060855,1470060889,1470060929,1470060939,1470063322,1470063372,1470063520,1470063522]"
17380,"[1470060857,1470060902.0,1470060947,1470060957,1470061375,1470061505,1470062477,1470062497,1470063577,1470063587,1470063599,1470063609,1470063629,1470063659,1470063669]"
17381,"[1470060849,1470060959,1470063337,1470063347,1470063577,1470063597,1470063603,1470063649,1470063652,1470063662,1470063672]"
17382,"[1470060706.0,1470060919,1470060939,1470060946,1470063258,1470063268,1470063280,1470063300,1470063572,1470063602,1470063612]"
17383,"[1470060859,1470060949,1470060969,1470063316.0,1470063318,1470063563.0,1470063578,1470063588,1470063608,1470063618]"
17384,"[1470060864,1470060874,1470060888,1470060902,1470060930,1470060953,1470063340,1470063350,1470063360,1470063670]"
17385,"[1470060306,1470060707,1470060727,1470060967,1470062807,1470063164,1470063377,1470063387,1470063397,1470063415.75]"
17386,"[1470060908,1470063366,1470063592,1470063602,1470063607,1470063617,1470063623,1470063627,1470063638,1470063642,1470063647,1470063651]"
17387,"[1470060281.0,1470060693,1470060703,1470060718.0,1470060917,1470060927,1470060947,1470060957,1470063323,1470063512,1470063526,1470063548]"
17388,"[1470060866,1470060897,1470060911,1470060971,1470061340,1470061350,1470061360,1470061370,1470061372,1470062838,1470063651,1470063653,1470063663,1470063673]"
17389,"[1470060860,1470060870,1470060881.0,1470063317,1470063357,1470063367,1470063561,1470063567,1470063577,1470063585,1470063595]"
17390,"[1470060308,1470060689,1470060709,1470060945,1470063345,1470063365,1470063565,1470063585,1470063589,1470063599,1470063629,1470063649,1470063659]"
17391,"[1470060873,1470060883,1470060943,1470060960,1470060967,1470061337,1470062481,1470062521,1470062840,1470062850,1470062960]"
17392,"[1470060859,1470060899,1470060919,1470060939,1470060949,1470063341,1470063567,1470063607,1470063617,1470063623]"
17393,"[1470060857,1470060877,1470060887,1470060907,1470060917,1470060937,1470060947,1470063329,1470063369,1470063564,1470063574,1470063584,1470063594,1470063604]"
17394,"[1470060711,1470060721,1470063334,1470063344,1470063354,1470063560,1470063580,1470063590,1470063600,1470063608,1470063668]"
17395,"[1470060711,1470060731,1470060796,1470060799,1470060809,1470060819,1470060839,1470063316,1470063346,1470063356,1470063586]"
17396,"[1470060855,1470060865,1470060875,1470060915,1470060935,1470061363,1470061454,1470062520.5,1470062526,1470063573.0,1470063628]"
17397,"[1470063271,1470063281,1470063291,1470063311,1470063410,1470063416,1470063445.5,1470063476.0,1470063562,1470063664]"
17398,"[1470060862,1470060874,1470060884,1470060894,1470060904,1470060914,1470060934,1470060954,1470063371,1470063381,1470063391,1470063401,1470063421]"
17399,"[1470060853,1470060883.0,1470060913,1470060954,1470063345,1470063349,1470063556,1470063576,1470063586,1470063596,1470063606,1470063616,1470063626]"
17400,"[1470060878,1470060882,1470060904,1470060914,1470060929,1470060939,1470060949,1470060956,1470063269.0,1470063287.5,1470063291,1470063586]"
17401,"[1470060853,1470060912,1470060932,1470063339,1470063344,1470063348,1470063358,1470063368,1470063564.0,1470063579,1470063589,1470063591]"
17402,"[1470060696,1470060941.0,1470063279,1470063282,1470063302,1470063576,1470063586,1470063620,1470063640,1470063660]"
17403,"[1470060863,1470060913,1470060932,1470060938,1470060948,1470061338,1470063590,1470063596,1470063616,1470063625]"
17404,"[1470060874.0,1470060914.0,1470060929,1470060938,1470060947,1470060963,1470061358,1470061378,1470061388,1470063610,1470063645.0]"
17405,"[1470060257,1470060288,1470060298,1470060915,1470060925,1470060965,1470063362,1470063369,1470063575,1470063585,1470063605,1470063665]"
17406,"[1470060271,1470060303,1470060673,1470060683,1470060929,1470063260.0,1470063275,1470063575,1470063615,1470063625]"
17407,"[1470060271,1470060281,1470060690,1470060720,1470060950,1470060953,1470060956,1470063339.0,1470063609,1470063629,1470063649,1470063659]"
17408,"[1470060893,1470060913,1470060923,1470060953,1470060963,1470060973,1470063368,1470063528,1470063538,1470063540.5,1470063551]"
17409,"[1470060298,1470060675,1470060685,1470060695,1470060932,1470060936,1470061363,1470061472,1470062528,1470062879,1470063169,1470063443,1470063458,1470063470]"
17410,"[1470060254,1470060710,1470060730,1470060917,1470060937,1470061462,1470061472,1470063593,1470063652,1470063662,1470063672]"
17411,"[1470060874,1470060959,1470061370,1470061373.0,1470061377,1470061387,1470062481,1470063562,1470063571,1470063645.5,1470063673]"
17412,"[1470060257,1470060267,1470060275,1470060277,1470060287,1470060297,1470060307,1470060663,1470060733,1470063353,1470063562,1470063637]"
17413,"[1470060674,1470060684,1470060694,1470060709.0,1470060724,1470060924,1470060934,1470060944,1470060954,1470061369,1470061458,1470061468,1470061475,1470061476,1470061486,1470061496,1470061499,1470061509,1470062473,1470062488.0,1470063568,1470063606]"
17414,"[1470060824,1470060854,1470060864,1470060934,1470060954.0,1470061338.0,1470061359,1470061389,1470062487,1470063562,1470063587.0,1470063612,1470063622,1470063662]"
17415,"[1470060255,1470060270.0,1470060298,1470060301,1470060341,1470060372,1470061338,1470061468,1470061488,1470062515,1470062529,1470063555,1470063585.0,1470063603]"
17416,"[1470060264,1470060269,1470060309,1470060688.0,1470060703,1470060709,1470060724.0,1470063277.0,1470063307,1470063569,1470063589,1470063599,1470063609,1470063619,1470063639,1470063669]"
17417,"[1470060258.0,1470060263,1470060919.0,1470060953,1470063355,1470063373,1470063568,1470063608,1470063628,1470063658]"
17418,"[1470060865,1470060885,1470060915,1470060935,1470060965,1470063333,1470063340,1470063342,1470063352,1470063502,1470063512]"
17419,"[1470060899,1470060910,1470063319,1470063349,1470063359,1470063554,1470063564,1470063584,1470063594,1470063604,1470063614,1470063620,1470063630]"
17420,"[1470060866,1470061354,1470061491,1470061501,1470061511,1470062478,1470062518,1470063586,1470063591,1470063621,1470063631,1470063651,1470063671]"
17421,"[1470060893,1470060903,1470060913,1470060923,1470060933,1470060943,1470060953,1470063260,1470063270,1470063290,1470063400,1470063461]"
17422,"[1470060855,1470060903,1470060935,1470060945,1470060955,1470061341,1470061358,1470061370,1470062493,1470063558,1470063588,1470063618,1470063638,1470063668]"
17423,"[1470060902,1470060905,1470060926,1470060934,1470060944,1470060964,1470063257,1470063266,1470063584,1470063594,1470063598,1470063608,1470063616]"
17424,"[1470060876,1470060886,1470060906,1470060936,1470060946,1470063251,1470063281,1470063311,1470063583,1470063599]"
17425,"[1470060273,1470060295.0,1470060705,1470060929,1470060939,1470060959,1470061376,1470061476,1470062874,1470062884,1470063613,1470063614.5,1470063632,1470063658.0]"
17426,"[1470060288,1470060303.0,1470060318,1470060328,1470060348,1470060358,1470063362,1470063607,1470063647,1470063657]"
17427,"[1470060691,1470060708,1470060918,1470063337,1470063347,1470063557,1470063562,1470063567,1470063571,1470063575,1470063584,1470063589,1470063596,1470063611,1470063616,1470063657,1470063664]"
17428,"[1470060879,1470060888,1470060896,1470060906,1470060915,1470060935,1470060965,1470060969,1470061369,1470061389,1470061459,1470061469,1470063579]"
17429,"[1470060877,1470060934,1470060944,1470063331,1470063360,1470063560,1470063575,1470063615.0,1470063645,1470063665]"
17430,"[1470060255.0,1470060301.0,1470060706,1470060968,1470063318,1470063320,1470063587.3333333,1470063599,1470063629.0,1470063649]"
17431,"[1470060852,1470060862,1470060932,1470060942,1470060952,1470060967.0,1470063325,1470063375.5,1470063426,1470063469]"
17432,"[1470060884,1470060954,1470061441,1470061471.2857144,1470062774,1470062784,1470062794,1470062824,1470063146,1470063196,1470063218]"
17433,"[1470060867,1470060882,1470060892,1470060912,1470060922,1470060932,1470060942,1470063329,1470063570,1470063600]"
17434,"[1470060676,1470060956,1470061358,1470061362,1470061365,1470061375,1470061385,1470061455,1470061465,1470061475,1470061494,1470062807,1470063649,1470063658]"
17435,"[1470060868,1470060878,1470060908,1470060928,1470060938,1470060948,1470060968,1470063314,1470063315,1470063335,1470063345,1470063584,1470063605,1470063615,1470063625]"
17436,"[1470060882,1470063136,1470063151,1470063161,1470063171,1470063181,1470063187,1470063191,1470063516,1470063546]"
17437,"[1470060903,1470060933,1470060943,1470060950,1470060956,1470060962,1470060966,1470060973,1470063328,1470063338,1470063348,1470063358,1470063501,1470063503,1470063513]"
17438,"[1470060855,1470060865,1470060897,1470060927.0,1470061339.0,1470061459,1470061508,1470062800,1470062830,1470062954]"
17439,"[1470060871,1470060874,1470060942,1470060945,1470060966,1470061459.0,1470061616,1470061765,1470061776.5,1470061782,1470061786,1470061792.0,1470061802]"
17440,"[1470060884.0,1470060954,1470061352,1470063563,1470063573,1470063583,1470063597,1470063631,1470063641,1470063661.0]"
17441,"[1470060907,1470060917,1470060926.0,1470061334,1470061460,1470061470,1470061480,1470061490,1470061510,1470063603]"
17442,"[1470060856,1470060879,1470060909,1470060939,1470060973,1470063322,1470063556,1470063566,1470063577,1470063641.75]"
17443,"[1470060881,1470060911,1470060961,1470060971,1470063315,1470063325,1470063335,1470063345,1470063547,1470063557,1470063567,1470063607,1470063637]"
17444,"[1470060853,1470060873,1470060923,1470060933,1470061363,1470061459,1470061481,1470061491,1470062477.5,1470062512,1470063565,1470063575,1470063605,1470063615,1470063625,1470063645,1470063655,1470063665]"
17445,"[1470060858,1470060868,1470060876,1470060886,1470060923,1470060929,1470060935,1470060941,1470060947,1470060954,1470060961,1470060968,1470063316,1470063337,1470063545]"
17446,"[1470060310.0,1470063320,1470063329,1470063348.0,1470063566,1470063575.0,1470063586,1470063596,1470063656,1470063658,1470063667]"
17447,"[1470060290,1470060300,1470060301,1470060311,1470060686.0,1470061336,1470061356,1470061366,1470061386,1470061471,1470061491.0,1470061511,1470061876,1470061881,1470061886,1470061890,1470061894,1470061895,1470061900,1470061910,1470061915,1470061930,1470062306,1470062906]"
17448,"[1470060255,1470060265,1470060275,1470060285,1470060683.5,1470060690,1470060916,1470060939,1470060959,1470063342,1470063576,1470063581,1470063604,1470063609,1470063611,1470063617,1470063628,1470063634,1470063641,1470063647]"
17449,"[1470060259,1470060270,1470060289,1470060300,1470060915,1470063358,1470063565.0,1470063588,1470063598,1470063633.0]"
17450,"[1470060854,1470060859,1470060919.0,1470060944.0,1470060958,1470060965,1470063357.0,1470063381,1470063383,1470063403,1470063433,1470063443]"
17451,"[1470060887,1470060889,1470060899,1470060909,1470060939.0,1470060962,1470060966,1470060970,1470061365.0,1470061465.0,1470061480,1470063566,1470063627,1470063637,1470063660]"
17452,"[1470060861,1470060912,1470060930,1470063314,1470063324,1470063559.0,1470063574,1470063584,1470063594,1470063625]"
17453,"[1470060302,1470060680.0,1470060695,1470060704,1470060724,1470060916,1470060926,1470060951.0,1470062855,1470063031,1470063045]"
17454,"[1470060027,1470060037,1470060047,1470060077,1470060107,1470060127,1470060137,1470060147,1470060157,1470060187,1470060197,1470060207,1470060229.5,1470060231,1470060241,1470060245,1470060295,1470060305,1470060706,1470060951,1470063320.5,1470063351,1470063571,1470063622]"
17455,"[1470060712,1470060715,1470060725,1470060925,1470063330,1470063340,1470063355,1470063365,1470063619.5,1470063644,1470063654,1470063656.5,1470063667]"
17456,"[1470060475.0,1470060545,1470060594,1470061326,1470061454.5,1470062488,1470062495,1470062509,1470063558,1470063654]"
17457,"[1470060855,1470060875,1470060915,1470060925,1470060955,1470060965,1470063338,1470063483.0,1470063498,1470063504,1470063524,1470063594,1470063604,1470063624]"
17458,"[1470060859,1470060889.0,1470060940,1470060950,1470063320,1470063340,1470063346,1470063351,1470063358,1470063368,1470063372,1470063575,1470063645]"
17459,"[1470060865,1470060880,1470060910,1470060940,1470060971,1470061471,1470061493,1470062843.0,1470062858,1470062875,1470063025]"
17460,"[1470060268.0,1470060288,1470060298,1470060680,1470060710.5,1470060966.0,1470063352,1470063362,1470063556,1470063566,1470063586,1470063620,1470063630,1470063638]"
17461,"[1470060280,1470060290,1470060917,1470060927,1470060947,1470061473.0,1470061498,1470061508,1470062530,1470063576,1470063636,1470063659]"
17462,"[1470060269,1470060279,1470060282,1470060299,1470060688.5,1470060713,1470060928,1470060938,1470061348,1470061368,1470061376,1470062848,1470063192,1470063222]"
17463,"[1470060737,1470060747,1470060777,1470060790,1470060800,1470060810,1470060830,1470060850,1470060914,1470061334,1470061393,1470061463,1470062516,1470063582]"
17464,"[1470060905,1470061347,1470061358,1470061376,1470061456,1470061887,1470061891.3333333,1470062072.0,1470062095.0,1470062176,1470062186,1470062196,1470062226]"
17465,"[1470061490.0,1470062488.0,1470062518,1470062528,1470062878,1470062888,1470063069,1470063073,1470063457,1470063460]"
17466,"[1470060913,1470060917,1470060941,1470061461,1470061471,1470061501,1470061511,1470062476.0,1470062835,1470062845,1470062865,1470062875,1470063166]"
17467,"[1470060854.5,1470060918.0,1470061384,1470061464,1470061504,1470062509,1470062519,1470062840,1470062850,1470062885.0,1470063654]"
17468,"[1470060886,1470060941,1470060973,1470063328,1470063338,1470063348,1470063513.6666667,1470063601.5,1470063603.5,1470063659,1470063665,1470063666.5]"
17469,"[1470060254,1470060264,1470060274,1470060672,1470061340,1470061350,1470061360,1470061380,1470061470,1470061473,1470061483,1470061488,1470062840,1470062850,1470063036,1470063387]"
17470,"[1470060897,1470060916,1470060954,1470060966,1470061388,1470061468,1470062497.0,1470062878,1470063023,1470063033,1470063040,1470063063,1470063397,1470063407]"
17471,"[1470060863,1470060883,1470060903,1470060926,1470060927,1470060929.5,1470060960,1470061474,1470061506,1470061510,1470062481,1470062496,1470062501,1470062512,1470062850,1470062873.0,1470062892,1470063619,1470063629]"
17472,"[1470060859,1470060929,1470060947,1470060957,1470060967,1470061342,1470061475,1470061488,1470062493.0,1470062513,1470062516,1470062520,1470062523,1470063014,1470063024,1470063034,1470063035,1470063055,1470063057,1470063548]"
17473,"[1470060873,1470060883,1470060893,1470060957,1470060967,1470063314,1470063590.25,1470063644,1470063655,1470063658,1470063661,1470063671]"
17474,"[1470060284.0,1470060947,1470060957,1470063333,1470063349,1470063357,1470063361,1470063364,1470063372,1470063648,1470063653]"
17475,"[1470060853,1470060863,1470060883,1470060893,1470060903,1470060933,1470060943,1470063254,1470063274,1470063294,1470063554,1470063574,1470063584]"
17476,"[1470060853,1470060883,1470060893,1470061343,1470061363,1470061383,1470061482,1470062526.0,1470062846,1470062856,1470063139,1470063159,1470063189,1470063217,1470063237.0]"
17477,"[1470060698,1470060718,1470060948,1470060963,1470060973,1470063322,1470063574,1470063584,1470063594,1470063614]"
17478,"[1470060873,1470060883,1470060903,1470063257,1470063267,1470063276,1470063286,1470063399,1470063467,1470063484]"
17479,"[1470060299,1470060689,1470060709,1470063255,1470063265,1470063279,1470063300,1470063310,1470063609,1470063619,1470063629,1470063639,1470063649]"
17480,"[1470060888,1470060898,1470060918,1470060948,1470060968,1470062497,1470062865,1470062885,1470063144,1470063174,1470063489]"
17481,"[1470060899,1470060909,1470060929,1470063364,1470063571.0,1470063596,1470063606,1470063616,1470063622,1470063632,1470063652]"
17482,"[1470060269,1470060678.0,1470060709,1470060915,1470060935,1470060955,1470063327,1470063337,1470063346,1470063347,1470063367,1470063571.0,1470063626]"
17483,"[1470060893,1470060903,1470060927.5,1470061350,1470062494,1470062504,1470062514,1470062834,1470062838,1470062841,1470062880,1470063648,1470063652,1470063672]"
17484,"[1470063254,1470063264,1470063269,1470063275,1470063285,1470063295,1470063297,1470063615,1470063625,1470063643]"
17485,"[1470060872,1470061483,1470062510,1470063573,1470063613,1470063623,1470063643,1470063653,1470063663,1470063673]"
17486,"[1470060263,1470060302,1470060672,1470060682,1470060692,1470060712,1470063332,1470063366,1470063554,1470063569.0,1470063594.0,1470063664]"
17487,"[1470060875.75,1470060919,1470060959,1470061391,1470061474,1470061484,1470062497,1470063577,1470063586,1470063599,1470063619,1470063639]"
17488,"[1470060906,1470060925,1470060945,1470060962,1470061359.0,1470061460,1470061490,1470063561,1470063591,1470063601]"
